employee_id,Job_Title,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,digital_score,hard_score,wellness_score,productivity_index,performance_score_original,composite_score,rating_label,group,department,seniority
5776b2c1-9a71-4896-8ca7-e0b4337072ae,Consultant (Digital Transformation),Bachelor's,3,4250.0,33.1,24,0,73,36,5,59,3.1892959639084877,2.0490297389907135,3.0029287749287747,2.581889413653658,4,7.26,Meets expectations,pregnant,Digital Transformation,Mid
ec879bde-c771-4353-8d81-d820cc9a9484,Junior Consultant (Cybersecurity),High School,2,2816.67,32.5,22,0,9,27,5,65,1.6070431240158372,1.5912363436747046,3.1565647173489277,1.9090440525118892,3,5.91,Partially meets,pregnant,Cybersecurity,Junior
78f82e17-e793-426c-9caa-703be16350f6,Senior Consultant (Digital Transformation),Master's,3,5508.33,30.2,26,0,77,35,5,57,3.277177297777583,2.0699502821317894,2.999434074074074,2.6180151452139846,3,6.81,Meets expectations,pregnant,Digital Transformation,Senior
68c913df-ab0f-4893-ab3e-8fe8cfcf834e,Managing Consultant (Software Engineering),Bachelor's,3,6950.0,39.0,24,0,72,52,5,51,4.4077048986826455,2.4227819607327516,3.0810826210826203,3.1499189741876936,4,7.77,Meets expectations,pregnant,Software Engineering,Manager
ce79614c-b170-4216-b095-ef5caada2964,Consultant (Data & Analytics),Bachelor's,3,3450.0,42.2,29,85,9,52,5,61,2.579121827023223,2.203720477326666,3.1323088319088317,2.5020585531520663,3,6.68,Meets expectations,pregnant,Data & Analytics,Mid
edb792f8-a64e-476c-a091-2021f14591e2,Consultant (Digital Transformation),Bachelor's,3,4400.0,52.7,33,497,6,65,5,60,3.168489472407417,2.6733258764008068,3.171867046533713,2.9215831892293713,4,7.6,Meets expectations,pregnant,Digital Transformation,Mid
543106fe-ede2-4e8b-9d74-8c2b9e1b6c60,Senior Consultant (Cloud & Infra),Master's,2,6183.33,25.9,25,0,70,24,5,53,2.4189475722407936,1.8986101572073977,3.2564415954415953,2.3262776693642557,3,6.54,Meets expectations,pregnant,Cloud & Infra,Senior
e49784f8-f35f-483f-80b2-1e3ec9276d30,Consultant (Cybersecurity),Bachelor's,2,4391.67,41.6,29,63,8,48,5,60,2.5204042504679767,2.153259991572911,3.1092615984405456,2.4546035906149575,3,6.43,Partially meets,pregnant,Cybersecurity,Mid
13e07956-f7bf-4b94-beb3-3c879d39077a,Junior Consultant (Digital Transformation),High School,2,2450.0,23.0,16,0,76,14,5,67,1.8312976635694853,1.2764210668250007,3.160778074074074,1.8197554472981607,3,5.86,Partially meets,pregnant,Digital Transformation,Junior
971d4aa0-f583-4708-abd8-3ad317d9d05a,Consultant (Data & Analytics),Bachelor's,3,3616.67,37.9,28,0,86,40,5,60,3.9459837227496766,2.323715622215761,3.019834138486312,2.949619755630046,4,7.86,Meets expectations,pregnant,Data & Analytics,Mid
33bb087c-71ca-4d13-b782-dd67d5903194,Consultant (Data & Analytics),Bachelor's,2,4566.67,32.9,25,0,8,33,5,61,1.8526472698553733,1.8301656242439317,3.1964159544159543,2.1101601839617685,3,6.01,Partially meets,pregnant,Data & Analytics,Mid
17c45665-b6b2-4a48-8430-3e22405ead31,Consultant (Cloud & Infra),Bachelor's,2,3616.67,28.9,25,0,81,25,5,60,2.820873984159892,1.9061911123493747,2.963864197530864,2.3921305909288275,4,7.06,Meets expectations,pregnant,Cloud & Infra,Mid
5ac56f4e-41d3-4751-a049-550d37156224,Consultant (Cybersecurity),Bachelor's,3,4291.67,52.8,34,499,8,70,5,61,3.4140778645577963,2.7377123763052174,3.1549223171889835,3.0240640109577446,4,7.69,Meets expectations,pregnant,Cybersecurity,Mid
079f96cf-8c91-4683-a88c-846ab562c9d0,Senior Consultant (Digital Transformation),Master's,3,6383.33,42.9,35,111,1,51,5,56,2.6440579205187253,2.570216682353759,3.2544687559354224,2.7292194685195814,3,6.73,Meets expectations,pregnant,Digital Transformation,Senior
2d51661a-e668-422c-8417-74add93ce9ca,Senior Consultant (Digital Transformation),Master's,3,6575.0,37.4,30,0,64,44,5,54,3.5977009868085092,2.496810745625287,3.2277821673525375,2.9732721023257036,4,7.7,Meets expectations,pregnant,Digital Transformation,Senior
72ae6a70-2e52-489b-a4d2-8785b4897bdc,Junior Consultant (Cloud & Infra),High School,2,2783.33,25.1,20,0,76,17,5,67,2.1061920838850803,1.4693625781339295,3.0308989629629632,1.9727187068250813,3,6.56,Meets expectations,pregnant,Cloud & Infra,Junior
3c95b129-7c9e-403c-8659-7ef6e1a100a3,Managing Consultant (Digital Transformation),Bachelor's,2,8183.33,26.9,20,0,72,26,5,50,2.7780264930184764,1.8925489314492312,3.128031111111111,2.4052886358523806,3,6.41,Partially meets,pregnant,Digital Transformation,Manager
9740f56c-46c1-4678-8fdf-f7396aeca8c8,Junior Consultant (Software Engineering),High School,2,3008.33,43.1,25,121,8,42,5,68,2.2444223928485783,1.9609010331981431,3.2687235867446396,2.307521951802573,3,6.85,Meets expectations,pregnant,Software Engineering,Junior
9c51b0f3-cc4d-4ffc-a86f-5be1219c3e8a,Senior Consultant (Cloud & Infra),Master's,4,6133.33,58.6,44,726,12,77,5,53,3.847713678699802,3.4052027387830535,3.233650097465887,3.5036454924946447,5,8.2,Meets expectations,pregnant,Cloud & Infra,Senior
5023bba3-802b-4e55-a714-6dfd36985db9,Consultant (Data & Analytics),Bachelor's,3,3433.33,42.4,30,93,65,44,5,61,3.781758340496164,2.464107823023324,3.303076923076923,3.027196798275896,5,8.14,Meets expectations,pregnant,Data & Analytics,Mid
468d9485-aaf5-4fb7-8fa9-2b872213fa5d,Consultant (Digital Transformation),Bachelor's,2,4191.67,26.9,22,0,83,20,5,59,2.4929767392996216,1.7110464866168518,3.218573268921095,2.2471309188825312,3,6.89,Meets expectations,pregnant,Digital Transformation,Mid
0c57af85-b100-4f5f-8c64-00c6616151c0,Consultant (Software Engineering),Bachelor's,3,3458.33,52.0,34,468,12,68,5,61,3.465948455637309,2.6803731250032756,3.141006822612086,3.0081724637152476,4,7.59,Meets expectations,pregnant,Software Engineering,Mid
9943eb71-8566-499b-b526-72527b174f0f,Junior Consultant (Cloud & Infra),High School,2,2791.67,31.7,21,0,71,29,5,67,2.6834971572219715,1.6849849060067537,3.006393162393162,2.2488202326486006,4,7.2,Meets expectations,pregnant,Cloud & Infra,Junior
eb86af73-036b-4a37-bf42-91998ab5d39b,Consultant (Cloud & Infra),Bachelor's,2,4391.67,27.1,22,0,70,26,5,60,2.45681419947895,1.7043293042555885,2.9819259259259256,2.185594097156664,3,6.32,Partially meets,pregnant,Cloud & Infra,Mid
99ac00ee-98b2-4a1b-a92d-7eaed5203ce2,Junior Consultant (Cloud & Infra),High School,2,2858.33,31.0,21,0,73,27,5,63,2.556119086122214,1.6714309533306229,3.2141208888888886,2.2453753802797536,4,7.29,Meets expectations,pregnant,Cloud & Infra,Junior
e49fec49-c6a0-4147-8bfb-9df0aa472acb,Consultant (Cloud & Infra),Bachelor's,3,3600.0,52.5,37,486,8,65,5,61,3.2555194068331605,2.7939609930165377,3.277910916179337,3.0292185017940847,4,7.8,Meets expectations,pregnant,Cloud & Infra,Mid
b2533336-46c4-4209-8c61-efc9b5cd5641,Managing Consultant (Cloud & Infra),Bachelor's,3,8216.67,38.9,26,0,67,51,5,50,4.18387394268783,2.4691835906836226,3.1457216524216522,3.118898308632491,4,7.79,Meets expectations,pregnant,Cloud & Infra,Manager
ec748b1a-01e8-45b8-837f-b705aeebb32c,Consultant (Cybersecurity),Bachelor's,2,4466.67,38.0,28,0,9,41,5,61,2.2184225422239203,2.0680871508474747,3.211261208576998,2.3418225798063133,3,6.45,Partially meets,pregnant,Cybersecurity,Mid
40d706e3-da20-459d-b14f-238e49956e76,Senior Consultant (Cloud & Infra),Master's,2,6075.0,32.8,27,0,5,35,5,55,1.89345078479981,2.019990042407986,3.162897625830959,2.2106097818101276,2,5.81,Partially meets,pregnant,Cloud & Infra,Senior
6dfe8c6f-059b-4319-8803-54829db64c30,Senior Consultant (Digital Transformation),Master's,3,5641.67,30.0,29,0,65,35,5,58,3.013445793973982,2.146596007661387,3.100278463648834,2.5973874347526547,3,6.76,Meets expectations,pregnant,Digital Transformation,Senior
92ac7f95-200c-4729-b3fa-b22d7c92e008,Consultant (Cybersecurity),Bachelor's,4,4075.0,70.1,44,1172,6,90,5,61,4.221664560930851,3.4586643925944323,3.203119848053181,3.6364555341871077,5,8.12,Meets expectations,pregnant,Cybersecurity,Mid
49cf21d3-cb50-44c8-b1b1-312a5a9ee505,Senior Consultant (Digital Transformation),Master's,3,5816.67,53.2,42,516,4,70,5,56,3.428171152838693,3.164751149126469,3.2589261158594494,3.2626121435867326,4,7.58,Meets expectations,pregnant,Digital Transformation,Senior
33314a00-a1c5-495c-a69d-a7eb13ac817b,Junior Consultant (Cloud & Infra),High School,3,2916.67,49.0,30,351,14,56,5,67,2.8999174551948985,2.24136726637267,3.0606908382066274,2.60279703738613,4,7.77,Meets expectations,pregnant,Cloud & Infra,Junior
84532519-d170-4f76-979b-78d6acc72465,Managing Consultant (Software Engineering),Bachelor's,3,6308.33,31.7,22,0,78,42,5,50,3.617686266769658,2.124618296717588,2.860158119658119,2.719646652321315,4,6.96,Meets expectations,pregnant,Software Engineering,Manager
515427d1-dcda-48ae-ac0a-48a4dadc80d7,Consultant (Software Engineering),Bachelor's,3,3900.0,38.6,28,0,77,39,5,59,3.7678948129825027,2.338912297055023,3.1704790123456785,2.9339203948913983,5,8.05,Meets expectations,pregnant,Software Engineering,Mid
3e43d833-a9e2-49ea-8628-0499cc3e64c9,Managing Consultant (Software Engineering),Bachelor's,3,9083.33,55.1,33,587,4,76,5,48,3.839924640132778,3.025129428985368,3.0809403608736945,3.280730178707256,4,7.53,Meets expectations,pregnant,Software Engineering,Manager
8fb7ea13-3982-4f9c-aa8c-419dcd5b4b21,Senior Consultant (Cybersecurity),Master's,2,4858.33,36.8,30,0,12,45,5,54,2.484617942413871,2.2279901315254196,3.081421637426901,2.475664775972251,3,5.93,Partially meets,pregnant,Cybersecurity,Senior
b9d822e4-2b18-4a3c-8123-0eadd65df270,Consultant (Data & Analytics),Bachelor's,3,4041.67,38.8,26,0,64,41,5,60,3.3383495417275593,2.250463024846253,3.164534430727023,2.759643261086799,4,7.73,Meets expectations,pregnant,Data & Analytics,Mid
413bcee7-de5a-45c8-a16a-a8fe390767e0,Consultant (Cloud & Infra),Bachelor's,3,3866.67,51.4,32,445,9,61,5,61,3.0987242672740534,2.5851149086530474,3.1505670565302144,2.852288145814783,4,7.35,Meets expectations,pregnant,Cloud & Infra,Mid
54257bb9-b55c-4e86-bf50-a5e8505228a2,Managing Consultant (Software Engineering),Bachelor's,2,8808.33,26.5,22,0,75,28,5,51,2.8530215392570515,1.8682736932694164,3.1701143703703702,2.4240661824858973,3,6.67,Meets expectations,pregnant,Software Engineering,Manager
4744dd24-75be-42a6-add1-53675f09ad54,Junior Consultant (Digital Transformation),High School,2,2716.67,34.3,24,0,10,28,5,66,1.7782990114005246,1.7244724579937392,3.1916409356725146,2.03405411955153,3,6.41,Partially meets,pregnant,Digital Transformation,Junior
adb4c7e0-4461-4604-a8c1-5d98bf1363e2,Senior Consultant (Cybersecurity),Master's,4,5941.67,59.7,44,767,13,84,5,55,4.142306147515107,3.474103870225683,3.25938693957115,3.6316211672816032,5,8.27,Meets expectations,pregnant,Cybersecurity,Senior
3a3c74dc-9e92-4a97-849a-5c8489f3bde9,Managing Consultant (Software Engineering),Bachelor's,3,6358.33,38.4,25,0,70,48,5,49,4.004638906646669,2.41890549187714,3.1589176638176637,3.042627950696103,4,7.86,Meets expectations,pregnant,Software Engineering,Manager
44e91ea9-7caa-42b1-99b3-ff87253bb509,Senior Consultant (Software Engineering),Master's,3,6141.67,33.3,29,0,69,35,5,53,3.1639833040971492,2.291046678524093,3.215309116809117,2.7377801538530147,4,7.38,Meets expectations,pregnant,Software Engineering,Senior
80eaf3a1-0d3f-4f4e-b1c6-b3e0567f16f2,Junior Consultant (Software Engineering),High School,2,2616.67,45.2,25,204,10,47,5,66,2.4886539236939043,2.0224072561344446,3.192762573099415,2.3963523197952767,4,7.01,Meets expectations,pregnant,Software Engineering,Junior
54f11a14-0d35-44df-9545-79982fdc3f7f,Senior Consultant (Digital Transformation),Master's,2,5650.0,14.9,19,0,81,6,5,56,1.4950520002779601,1.2592703813874129,3.0147185185185186,1.6810944944807982,2,5.0,Partially meets,pregnant,Digital Transformation,Senior
b89454df-296e-4cca-9372-f604c8fb9866,Senior Consultant (Data & Analytics),Master's,3,5275.0,55.8,43,618,9,74,5,55,3.851927316040694,3.261549319950463,3.2665662768031187,3.439666110148064,5,8.04,Meets expectations,pregnant,Data & Analytics,Senior
8141ba1d-8d4a-4c37-b278-396332948dd5,Consultant (Cloud & Infra),Bachelor's,2,3991.67,31.5,22,0,6,31,5,61,1.7612090035151384,1.684555603110321,3.2147441595441593,2.0135893345185343,2,5.47,Partially meets,pregnant,Cloud & Infra,Mid
6c581a14-72d7-4ad9-836a-64ba2eab5056,Consultant (Cybersecurity),Bachelor's,2,4166.67,19.2,18,0,75,9,5,61,1.6329825222308971,1.2888206990847944,3.185848148148148,1.7714747358412959,2,5.52,Partially meets,pregnant,Cybersecurity,Mid
0a89170c-96da-4a42-a532-3ee41abd9106,Junior Consultant (Data & Analytics),High School,2,2758.33,33.1,23,0,12,33,5,66,1.7944793787895499,1.6402439061109595,3.1902265107212475,1.9965110688365941,3,6.25,Partially meets,pregnant,Data & Analytics,Junior
5b1aff9d-716b-4844-a2dc-b3e08d1123d9,Junior Consultant (Cybersecurity),High School,2,2341.67,38.1,25,0,9,37,5,66,2.0768084547115055,1.8102086932671815,3.096811111111111,2.1475091052692648,3,6.37,Partially meets,pregnant,Cybersecurity,Junior
4f8b1283-6787-4f77-b92f-34aaa001879f,Consultant (Cybersecurity),Bachelor's,3,3325.0,49.1,32,354,14,62,5,59,3.116365741881556,2.5237750643792274,3.1482678362573098,2.826450822005542,4,7.44,Meets expectations,pregnant,Cybersecurity,Mid
ef2d2b82-3d60-470c-8a0f-15604a396788,Consultant (Cybersecurity),Bachelor's,2,4141.67,28.2,22,0,78,29,5,58,2.9191041674150826,1.7488200722852323,2.8850200617283948,2.3271452987128196,3,6.4,Partially meets,pregnant,Cybersecurity,Mid
c74a2cce-aae8-4736-aaa0-83d73c745486,Senior Consultant (Cybersecurity),Master's,2,6250.0,22.2,24,0,67,17,5,54,1.8990061608126256,1.6885026902210978,3.0724170096021943,2.0284365952747754,2,5.7,Partially meets,pregnant,Cybersecurity,Senior
2bf9870d-bf34-4d58-b659-5d05bc285990,Senior Consultant (Cloud & Infra),Master's,3,5125.0,52.1,39,473,9,66,5,55,3.4184989133057035,3.0047776594278925,3.2144023391812864,3.1708189715419146,4,7.47,Meets expectations,pregnant,Cloud & Infra,Senior
463fb4db-c1c6-44f6-9f06-1dd7213047d8,Senior Consultant (Digital Transformation),Master's,3,6650.0,30.2,27,0,67,32,5,55,2.9567866670235947,2.1246600164522818,3.2675153846153844,2.6028690852562963,3,6.89,Meets expectations,pregnant,Digital Transformation,Senior
500b4e28-2e26-44fe-a7e9-b4f5b5019dae,Junior Consultant (Cybersecurity),High School,3,2458.33,53.0,28,506,11,57,5,67,2.9979095774305033,2.3029150810798766,3.128847563352826,2.6765999264396543,4,7.71,Meets expectations,pregnant,Cybersecurity,Junior
207ea1e6-b7be-47b8-a387-8450892ed621,Senior Consultant (Software Engineering),Master's,3,5016.67,35.4,30,0,68,43,5,55,3.5282603277877134,2.4307812483432834,3.0536255144032918,2.884593825388614,4,7.36,Meets expectations,pregnant,Software Engineering,Senior
61b8a961-6639-429e-8c3f-e1136d9198c8,Junior Consultant (Digital Transformation),High School,3,2708.33,51.0,28,429,5,54,5,68,2.73970331248033,2.2445956096477016,3.1914596391263057,2.582500726393211,4,7.65,Meets expectations,pregnant,Digital Transformation,Junior
8147e710-5109-4d63-bf3c-85172d0d2eba,Consultant (Cybersecurity),Bachelor's,2,3441.67,36.9,28,0,10,38,5,61,2.1456513171153606,2.0266207162175003,3.1994157894736843,2.2968889111380952,3,6.41,Partially meets,pregnant,Cybersecurity,Mid
180e2a51-b812-41e2-bd64-6f0c42360936,Consultant (Digital Transformation),Bachelor's,2,4033.33,35.4,26,0,15,39,5,61,2.135679801289185,1.9307602094322018,3.076748343079922,2.2214337137188407,3,6.01,Partially meets,pregnant,Digital Transformation,Mid
e69a0799-cc11-4c8e-b4e7-113d0d02002f,Consultant (Cloud & Infra),Bachelor's,4,3225.0,69.2,41,1138,6,89,5,60,4.305741182348829,3.3866861101470827,3.220830799220273,3.6292315696222444,5,8.04,Meets expectations,pregnant,Cloud & Infra,Mid
54390b04-7758-4ad2-bae9-a8bfdb7e3219,Junior Consultant (Software Engineering),High School,2,2833.33,42.5,24,98,6,41,5,65,2.1638264315177675,1.9094129352819482,3.167163722697056,2.237287141635716,3,6.67,Meets expectations,pregnant,Software Engineering,Junior
f463fa90-ac45-4411-9783-25d301e477da,Consultant (Digital Transformation),Bachelor's,2,4091.67,18.8,19,0,73,8,5,63,1.522295466105051,1.3238286546526112,3.212408,1.7610845671578208,2,5.67,Partially meets,pregnant,Digital Transformation,Mid
84f0e7ae-3ccd-4d80-a989-7e4c083236bc,Junior Consultant (Data & Analytics),High School,2,2666.67,47.0,25,273,12,54,5,65,2.8429803959208693,2.0625667943704986,3.0421656920077975,2.4926106543630695,4,7.01,Meets expectations,pregnant,Data & Analytics,Junior
e30e47d9-6508-4703-8b5f-db7d3c42afec,Senior Consultant (Data & Analytics),Master's,2,6241.67,38.2,32,0,7,40,5,54,2.278514135399104,2.3271011088677627,3.2497516569200777,2.497055126437628,3,6.37,Partially meets,pregnant,Data & Analytics,Senior
f4552630-da09-46a4-a9bc-260967eeaa1a,Senior Consultant (Digital Transformation),Master's,2,4700.0,21.7,23,0,79,16,5,55,2.1463218928237104,1.651079596439652,3.2974148148148146,2.128919329029902,3,6.22,Partially meets,pregnant,Digital Transformation,Senior
d34177aa-b7f9-4ff1-a3eb-65a28652fa41,Consultant (Cybersecurity),Bachelor's,3,3908.33,56.5,34,645,7,73,5,60,3.5750371757498574,2.7830858163772767,3.1391466286799616,3.091883386649588,4,7.74,Meets expectations,pregnant,Cybersecurity,Mid
db3f175d-a94d-4aab-98f9-dc3754a82629,Junior Consultant (Software Engineering),High School,3,2733.33,49.8,27,384,10,51,5,67,2.654026092883532,2.201721998210633,3.2015951267056533,2.537387852311507,4,7.54,Meets expectations,pregnant,Software Engineering,Junior
acd9a928-7eb6-4aa6-97ae-df3999364199,Consultant (Software Engineering),Bachelor's,2,3691.67,35.2,26,0,8,38,5,60,2.0586377495900297,1.904470065157914,3.0759513770180433,2.1850166328595746,3,5.99,Partially meets,pregnant,Software Engineering,Mid
4141794b-7b70-43bf-9f62-d6bcce362520,Senior Consultant (Digital Transformation),Master's,3,5975.0,37.5,32,0,6,42,5,54,2.2879641004522675,2.3470894193645986,3.266994871794872,2.513332914176954,3,6.33,Partially meets,pregnant,Digital Transformation,Senior
d89147e3-446f-46b9-96b6-aaee2b14e609,Managing Consultant (Cloud & Infra),Bachelor's,4,7333.33,63.3,34,907,0,80,5,51,4.083197809387471,3.2131273307355848,3.376087369420703,3.5067404820681745,4,7.94,Meets expectations,non_pregnant_f,Cloud & Infra,Manager
0e52c230-fd17-4f0c-83dc-e104cc781d1e,Junior Consultant (Data & Analytics),High School,3,2366.67,58.1,31,708,0,58,5,66,3.030771714611744,2.496238300983999,3.391718898385565,2.8356944445526358,5,8.14,Meets expectations,non_pregnant_f,Data & Analytics,Junior
da262d8e-e4a5-4bef-8e93-670cce49b7d6,Junior Consultant (Software Engineering),High School,2,3166.67,43.6,24,139,0,41,5,67,2.1429178549429357,1.9106171682150608,3.438062678062678,2.285796476202947,3,6.87,Meets expectations,non_pregnant_f,Software Engineering,Junior
bfba15c1-e47d-4e53-862a-4b45e8cbd053,Consultant (Cloud & Infra),Bachelor's,3,3366.67,47.4,32,289,0,52,5,61,2.6779751314657405,2.453005145742689,3.4571509971509973,2.7213253117412664,4,7.21,Meets expectations,non_pregnant_f,Cloud & Infra,Mid
57e3e594-7d40-4313-95f1-f516f5df1daa,Managing Consultant (Digital Transformation),Bachelor's,3,7350.0,55.8,30,615,0,71,5,49,3.6005318133013806,2.958036251538273,3.369933523266857,3.2331643744129224,4,7.51,Meets expectations,non_pregnant_f,Digital Transformation,Manager
5a219b43-20f9-4fa8-9288-0f137c9b8b9d,Consultant (Digital Transformation),Bachelor's,4,3766.67,65.0,41,975,1,86,5,60,4.047209492025505,3.265051087083055,3.3685660018993353,3.5204015915290463,5,8.16,Meets expectations,non_pregnant_f,Digital Transformation,Mid
6ed5bdac-e607-4e21-bb7a-35728569b821,Senior Consultant (Cloud & Infra),Master's,2,4866.67,32.3,29,0,3,34,5,55,1.9708257226090562,2.0592392928207084,3.2959924026590692,2.280065843724885,2,5.79,Partially meets,non_pregnant_f,Cloud & Infra,Senior
3c8c0cc5-12a6-44de-899d-c1159f4ccae3,Consultant (Data & Analytics),Bachelor's,3,3358.33,51.7,34,457,0,56,5,61,2.8485764888365948,2.6195109836303923,3.4520037986704653,2.8547291982002676,4,7.67,Meets expectations,non_pregnant_f,Data & Analytics,Mid
de194667-c442-432d-9f4c-32fc611eb926,Consultant (Data & Analytics),Bachelor's,2,3433.33,36.1,26,0,0,35,5,62,1.8868080424729388,1.9257951409955951,3.4296296296296296,2.214865909165605,3,6.21,Partially meets,non_pregnant_f,Data & Analytics,Mid
8acf3c13-114f-4787-abf2-5f6e578f99fe,Consultant (Digital Transformation),Bachelor's,3,3308.33,55.0,34,586,0,65,5,60,3.2318826387826465,2.7578811137961727,3.3956885090218423,3.0276430503372485,4,7.66,Meets expectations,non_pregnant_f,Digital Transformation,Mid
eb09fbbd-d041-4ffc-9b65-23a1fa64a5e0,Consultant (Cloud & Infra),Bachelor's,4,4216.67,65.9,41,1010,10,89,5,60,4.22249233772461,3.279549501466449,3.315346628679962,3.5695917777866,5,8.09,Meets expectations,non_pregnant_f,Cloud & Infra,Mid
e2d2d676-1591-49f2-9d50-559c58dd9204,Senior Consultant (Cloud & Infra),Master's,3,5058.33,45.7,37,222,0,53,5,56,2.7137054620923866,2.7692696796576115,3.512364672364672,2.901219412929456,4,7.28,Meets expectations,non_pregnant_f,Cloud & Infra,Senior
34545b76-65d5-4d69-a528-c2be4c6342ed,Senior Consultant (Cloud & Infra),Master's,3,5975.0,48.6,38,336,5,65,5,55,3.2915835433867806,2.865307936894568,3.3351946818613483,3.087167967835588,4,7.23,Meets expectations,non_pregnant_f,Cloud & Infra,Senior
c17785e1-6367-4d18-b7d7-327e0d3edb8d,Consultant (Data & Analytics),Bachelor's,3,4200.0,47.7,32,300,0,54,5,60,2.7019251774664403,2.4591916513456815,3.4289838556505225,2.7259701500428775,4,7.33,Meets expectations,non_pregnant_f,Data & Analytics,Mid
9483be42-5cf4-4157-ab42-3eeb5ed574fb,Consultant (Data & Analytics),Bachelor's,3,4400.0,47.6,32,297,0,53,5,61,2.663935659772642,2.4461619265221386,3.4741310541310546,2.7170878720190728,4,7.17,Meets expectations,non_pregnant_f,Data & Analytics,Mid
f4c05105-d34e-4208-aa74-026f277af8d0,Managing Consultant (Cybersecurity),Bachelor's,4,7733.33,68.2,35,1101,0,91,5,49,4.50046444547485,3.5205587104809246,3.384767331433998,3.7873721551697166,5,8.39,Meets expectations,non_pregnant_f,Cybersecurity,Manager
7d1c741b-dc52-48ee-a6a3-ad387e665fa5,Senior Consultant (Software Engineering),Master's,3,5341.67,55.8,41,616,1,75,5,56,3.76542750274527,3.218818238544329,3.3851092117758785,3.4160592124509215,4,7.7,Meets expectations,non_pregnant_f,Software Engineering,Senior
a8a4fa8f-8687-42ab-8bbf-60a885ea7fd4,Junior Consultant (Cybersecurity),High School,3,2700.0,62.9,29,892,0,65,5,68,3.2885159978822895,2.5975141441339566,3.437113010446344,2.972734473520934,5,8.18,Meets expectations,non_pregnant_f,Cybersecurity,Junior
1d32e252-f37c-430d-b2ab-66be6708b223,Consultant (Cloud & Infra),Bachelor's,3,4416.67,61.7,38,848,0,74,5,61,3.5389606435687164,3.06962509826586,3.4769040835707505,3.291881558917695,5,8.33,Meets expectations,non_pregnant_f,Cloud & Infra,Mid
8b0a0c11-3d4c-4267-965f-8062fb3fc82a,Junior Consultant (Cybersecurity),High School,3,2791.67,56.4,32,641,2,61,5,66,3.024488489283772,2.4798497616435564,3.3252231718898386,2.8123160619848777,5,8.02,Meets expectations,non_pregnant_f,Cybersecurity,Junior
2e35f418-6303-4922-abdf-9ef53aa67c26,Consultant (Digital Transformation),Bachelor's,2,3925.0,31.7,25,0,4,31,5,59,1.7743297095443857,1.7231011861590941,3.272212725546059,2.0482920510520746,2,5.59,Partially meets,non_pregnant_f,Digital Transformation,Mid
7f7f1b1e-748a-472a-b681-ef749e1585d3,Senior Consultant (Cloud & Infra),Master's,3,5016.67,46.8,35,267,0,55,5,56,2.802225426867488,2.713314468414453,3.4931623931623927,2.8959573408999515,4,7.02,Meets expectations,non_pregnant_f,Cloud & Infra,Senior
a180eac6-77cb-464a-a3a9-b37cbe88fdc6,Senior Consultant (Software Engineering),Master's,4,4966.67,61.6,45,842,0,79,5,55,3.8698394504161295,3.4873592194254046,3.502469135802469,3.605125271998035,5,8.38,Meets expectations,non_pregnant_f,Software Engineering,Senior
36001819-0dc0-4fab-a49e-3d43e3afc9a2,Consultant (Cloud & Infra),Bachelor's,2,4425.0,34.0,26,0,0,33,5,61,1.8379758693632846,1.876689783027254,3.429952516619183,2.175728155646449,3,6.12,Partially meets,non_pregnant_f,Cloud & Infra,Mid
23d2ca77-6648-4b43-8a98-67056c93abd2,Senior Consultant (Cloud & Infra),Master's,3,6225.0,54.9,41,580,0,66,5,55,3.355340110432193,3.140993899634349,3.463760683760684,3.2698511196989695,4,7.72,Meets expectations,non_pregnant_f,Cloud & Infra,Senior
6a8d240f-36b6-4f54-8d31-3d8caebff871,Junior Consultant (Cloud & Infra),High School,2,3050.0,45.5,26,216,0,41,5,64,2.2693529928472485,2.0347113211672214,3.439354226020893,2.3860324036419636,4,7.17,Meets expectations,non_pregnant_f,Cloud & Infra,Junior
771fc21f-eca6-4350-91e1-71afd5b57c85,Consultant (Digital Transformation),Bachelor's,2,4083.33,37.8,27,0,0,39,5,61,2.0985313758335504,2.027183464733981,3.4397910731244066,2.3311093597419372,3,6.41,Partially meets,non_pregnant_f,Digital Transformation,Mid
115bc265-d78e-4ee2-8f51-457d9f80145a,Consultant (Data & Analytics),Bachelor's,4,4033.33,67.5,42,1071,0,83,5,62,4.016904650183164,3.3108739686075883,3.452573599240266,3.5510230992067964,5,8.29,Meets expectations,non_pregnant_f,Data & Analytics,Mid
29a5e81d-b92e-459f-8abf-94014fe55c56,Consultant (Data & Analytics),Bachelor's,2,3591.67,38.2,27,0,0,41,5,60,2.10326057783758,2.051750636174189,3.4083000949667617,2.3385135104317207,3,6.33,Partially meets,non_pregnant_f,Data & Analytics,Mid
f77e6ecc-3099-412c-bb23-09d3bb459734,Junior Consultant (Cloud & Infra),High School,2,3158.33,39.7,27,0,0,37,5,66,2.053802578840954,1.9208801704053156,3.4087749287749287,2.2583358446099298,4,6.93,Meets expectations,non_pregnant_f,Cloud & Infra,Junior
75e26461-65ae-468d-a204-9eb8aefd5d04,Consultant (Cybersecurity),Bachelor's,2,3366.67,40.4,28,17,0,44,5,61,2.323094681270565,2.1532132710881338,3.4526115859449193,2.4640573571142204,3,6.63,Meets expectations,non_pregnant_f,Cybersecurity,Mid
