employee_id,Job_Title,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,digital_score,hard_score,wellness_score,productivity_index,composite_score,rating_label,capacity_mean,physical_mean,mental_mean,energy_mean,group,department,seniority,job_title,wellness_index,prod_adj,performance_score_adjusted,rating_label_adjusted
0694bbd9-d246-49ba-8660-745ec59b61d5,Senior Consultant (Software Engineering),Master's,2,5333.33,16.8,22,0,76,33,5,55,2.315724444090599,1.4792487070757068,3.358888888888889,2.106119464542811,6.13,Partially meets,0.7459193922249748,5.647823388160184,6.359148393713647,5.5625,pregnant,Software Engineering,Senior,Senior Consultant (Software Engineering),5.856490593957943,2.179469465082553,1.8461958326024996,Developing
d2b3dc2f-bf62-4afd-a469-3dfd5ab95a88,Senior Consultant (Data & Analytics),Master's,2,6408.33,20.8,26,0,80,51,5,54,3.046190791177353,1.80140926256297,3.2939506172839508,2.473351992091481,6.92,Meets expectations,0.7243353002944338,4.853959890156184,6.262004448910784,5.43287037037037,pregnant,Data & Analytics,Senior,Senior Consultant (Data & Analytics),5.5162782364791125,2.8813982463569126,2.7568326021731364,Proficient
0a3349d5-4c5e-45dd-8689-1a2ffd2642b5,Consultant (Digital Transformation),Bachelor's,3,3466.67,37.3,35,0,8,60,5,62,3.4077905803553232,3.3405930998120232,3.3169590643274853,3.356025536878106,7.66,Meets expectations,0.5906178044898729,5.26265390064825,5.9085950029395,6.295029239766082,pregnant,Digital Transformation,Mid,Consultant (Digital Transformation),5.822092714451277,3.463215699757351,3.511644743203296,Advanced
89098939-86d5-4fe5-9e83-5444657e2310,Senior Consultant (Digital Transformation),Master's,3,5566.67,30.0,35,0,10,46,5,56,2.850265331035125,3.8346344693625287,3.142108262108262,3.4008184864134545,6.53,Meets expectations,0.5041247114842194,3.671107719903191,5.914384647289404,5.621082621082621,pregnant,Digital Transformation,Senior,Senior Consultant (Digital Transformation),5.068858329425072,4.249030312097325,4.531109536716266,Expert
4a5a5b83-d70c-422b-8c1a-b567ccc749c0,Senior Consultant (Cloud & Infra),Master's,3,4916.67,26.9,33,0,11,37,5,55,2.4653348574747755,2.960610923535428,3.335536062378168,2.8870131314857805,6.51,Meets expectations,0.573071143692489,4.8617125000313175,6.388493969146932,5.602631578947369,pregnant,Cloud & Infra,Senior,Senior Consultant (Cloud & Infra),5.61761268270854,3.195367946622735,3.1641564806356386,Proficient
c996676b-83e2-4049-a697-c991282a662b,Junior Consultant (Cloud & Infra),High School,3,2483.33,27.2,25,0,7,23,5,66,1.913745244902596,3.0104288195750426,3.288265107212476,2.736991004700795,6.47,Partially meets,0.5746336247941962,4.840343291936559,5.556682798519823,6.651461988304094,pregnant,Cloud & Infra,Junior,Junior Consultant (Cloud & Infra),5.682829359586826,2.981186547101869,2.886291456483616,Proficient
63a4320f-ea95-47ef-a654-53d7a87b809b,Consultant (Data & Analytics),Bachelor's,3,3400.0,24.3,28,0,77,60,5,61,3.393772644057505,2.0017506848972486,3.335154320987654,2.6860379998634065,7.96,Meets expectations,0.7364465426621942,4.67488372244194,6.368864488461525,6.173148148148148,pregnant,Data & Analytics,Mid,Consultant (Data & Analytics),5.7389654530172045,2.8750076230498554,2.7485418229386447,Proficient
a0c1fdff-e69e-44a7-9cc5-f559a7323520,Junior Consultant (Cybersecurity),High School,2,2508.33,23.9,22,0,66,38,5,66,2.5331707831964083,1.976040374316265,3.3500284900284902,2.417977120122753,7.27,Meets expectations,0.7107622854350625,4.597866450351666,5.904766295400099,6.618376068376069,pregnant,Cybersecurity,Junior,Junior Consultant (Cybersecurity),5.707002938042611,2.6383910274055355,2.4415708338118653,Developing
c1a0fa5a-ac4b-4827-b1ff-4e1bce8a4b82,Senior Consultant (Data & Analytics),Master's,3,6466.67,36.1,39,0,12,59,5,56,3.35757142558776,3.649186460978008,3.320877192982456,3.496040096761823,7.38,Meets expectations,0.5879468262215337,5.261881052258921,6.403978263009112,5.626608187134503,pregnant,Data & Analytics,Senior,Senior Consultant (Data & Analytics),5.764155834134179,3.660227768310026,3.767235393507622,Advanced
f98a16a0-8030-425a-bf59-6679e2b3456f,Senior Consultant (Digital Transformation),Master's,3,6308.33,24.3,27,0,9,24,5,54,1.9485937339431272,2.642587898887196,3.3652631578947365,2.5789247012054832,5.98,Partially meets,0.5938418510041886,5.52187994643712,6.449422451430067,5.471929824561403,pregnant,Digital Transformation,Senior,Senior Consultant (Digital Transformation),5.814410740809531,2.6936722844505425,2.5132891429569533,Developing
2160a304-2176-4bb7-bf0f-a71892fc3e65,Senior Consultant (Digital Transformation),Master's,4,5033.33,47.1,45,276,6,81,5,56,4.2536748892772245,4.3610564871799005,3.258309591642925,4.108292628701703,8.11,Meets expectations,0.5606224199019739,4.8531323909794,6.286995357135607,5.690598290598291,pregnant,Digital Transformation,Senior,Senior Consultant (Digital Transformation),5.610242012904433,4.423898607756291,4.757972295599153,Expert
2b540af3-fb60-4f21-9d1d-8ff0c1f4b16f,Senior Consultant (Data & Analytics),Master's,2,5791.67,16.6,24,0,4,9,5,55,1.3436749489193198,2.7888130349604525,3.261196581196581,2.4497483183953386,5.02,Partially meets,0.5479851633089016,4.844334810820643,6.064642993121113,5.539031339031339,pregnant,Data & Analytics,Senior,Senior Consultant (Data & Analytics),5.4826697143243655,2.8908581760578063,2.769105299992347,Proficient
55b7aee0-bbb0-4539-a272-04eb81a22ad0,Senior Consultant (Cloud & Infra),Master's,3,5025.0,33.3,36,0,9,53,5,56,3.129317099402428,3.666971340616105,3.27312440645774,3.4269056814203287,7.02,Meets expectations,0.544242455207611,4.583784180828486,6.136207823882259,5.634757834757835,pregnant,Cloud & Infra,Senior,Senior Consultant (Cloud & Infra),5.45158327982286,3.898597947218839,4.076481367564143,Advanced
8eeaf761-7d37-40ce-a7cf-c0cf21bc79e3,Consultant (Software Engineering),Bachelor's,3,3533.33,31.7,29,0,12,42,5,59,2.695559840231312,3.290652178225024,3.185546058879392,3.091103252957784,6.75,Meets expectations,0.5298700350191746,3.955457191299733,6.0684241511284585,5.967806267806267,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.33056253674482,3.6818540668686732,3.795291947366922,Advanced
08b25ed0-b616-4bff-b6f4-8861afc9e695,Junior Consultant (Digital Transformation),High School,3,2608.33,32.4,27,0,7,36,5,67,2.4398456074221397,2.9635336078498278,3.283418803418803,2.870404246835316,7.21,Meets expectations,0.5522900602293341,4.632400154007936,5.328024033252649,6.789173789173789,pregnant,Digital Transformation,Junior,Junior Consultant (Digital Transformation),5.583199325478124,3.212614451084233,3.186530974356627,Proficient
059c4b28-70d0-4749-8dfc-dda9c38a76c6,Senior Consultant (Data & Analytics),Master's,3,5016.67,24.9,29,0,69,57,5,55,3.295301049021225,2.244783098002957,3.390826210826211,2.789147105873088,7.4,Meets expectations,0.7202052406969192,5.14390329468091,6.678079548373868,5.551282051282052,pregnant,Data & Analytics,Senior,Senior Consultant (Data & Analytics),5.791088298112277,2.9268389885443913,2.8157844670580205,Proficient
88185e8b-1301-4329-9b38-9eef520dfd9c,Senior Consultant (Cybersecurity),Master's,3,4658.33,29.0,32,0,7,40,5,54,2.584090707026519,3.529497405136457,3.2059639126305792,3.1811686972023,6.21,Partially meets,0.5453442952773222,4.740440513005184,6.141679767201583,5.482336182336182,pregnant,Cybersecurity,Senior,Senior Consultant (Cybersecurity),5.454818820847649,3.649677882092763,3.7535486569603833,Advanced
9a8bc854-2f63-45c5-bf63-bb42ab8abdc7,Consultant (Software Engineering),Bachelor's,3,3508.33,30.5,30,0,8,38,5,60,2.504275130019584,3.1067444204962955,3.298538011695906,2.9643623515932043,6.71,Meets expectations,0.5633861459554071,4.941198398413283,5.67438533010367,6.011695906432749,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.5424265449832335,3.3466842583879903,3.3604644266912036,Proficient
91e9d371-9798-448a-ada5-04c37cf1fa4e,Junior Consultant (Digital Transformation),High School,2,2975.0,18.2,19,0,66,22,5,68,1.8818034696811723,1.6310392008495955,3.1174759945130317,2.003555840231756,5.97,Partially meets,0.6639728625147701,3.5757696384937767,5.212881124902375,6.90082304526749,pregnant,Digital Transformation,Junior,Junior Consultant (Digital Transformation),5.229824602887881,2.6934112525759395,2.5129504971721026,Developing
8ffab618-6fcb-46aa-8763-038fde0efdfd,Senior Consultant (Cybersecurity),Master's,3,4750.0,22.2,27,0,74,60,5,55,3.4160854143839505,2.508154953077344,3.061838134430727,2.891270727740003,6.77,Meets expectations,0.6356989397226951,3.2685660155650678,5.49819798709995,5.565020576131688,pregnant,Cybersecurity,Senior,Senior Consultant (Cybersecurity),4.777261526265568,4.026351491222366,4.242220510503062,Expert
0d9588a6-4d4d-4770-b0df-5aa2ae58e043,Senior Consultant (Data & Analytics),Master's,3,6291.67,31.1,36,0,8,47,5,55,2.8697574918117867,3.54145840605698,3.3521832358674466,3.3020930977455154,6.9,Meets expectations,0.5825803524037289,5.379099566198451,6.218118787494854,5.523099415204679,pregnant,Data & Analytics,Senior,Senior Consultant (Data & Analytics),5.706772589632661,3.5227336186364373,3.5888594219933845,Advanced
86f5be75-cf40-4e09-97e1-4e913a930687,Managing Consultant (Digital Transformation),Bachelor's,2,6625.0,19.9,21,0,65,46,5,51,2.857579116278921,1.7083842759621248,3.277492877492877,2.3669644483633143,6.44,Partially meets,0.7024674712093354,4.942128221527592,6.4782725592388,5.132905982905982,pregnant,Digital Transformation,Manager,Managing Consultant (Digital Transformation),5.517768921224125,2.773544187410607,2.6169097575141196,Proficient
ef9554ca-fc44-405d-8462-8625f232a608,Junior Consultant (Digital Transformation),High School,2,2700.0,15.9,19,0,72,18,5,66,1.713687569463969,1.7893773865453753,3.109173789173789,2.030629721946636,6.0,Partially meets,0.6718455773879699,3.8629657111291897,4.889390535901021,6.714529914529915,pregnant,Digital Transformation,Junior,Junior Consultant (Digital Transformation),5.155628720520042,2.7934780263021946,2.6427706242254416,Proficient
6e8e757e-c1e0-4f74-bb08-59f9ae0838cd,Junior Consultant (Cloud & Infra),High School,2,2908.33,20.6,20,0,65,30,5,65,2.1927902355010493,1.8493163633422367,3.1174759945130317,2.20599045122404,6.7,Meets expectations,0.6735254265149079,3.946475935762111,5.520358244923683,6.569547325102881,pregnant,Cloud & Infra,Junior,Junior Consultant (Cloud & Infra),5.3454605019295585,2.782084851204468,2.6279898595055364,Proficient
30453b74-8ce3-4b69-a969-643acc1a3d2d,Consultant (Software Engineering),Bachelor's,2,3875.0,19.4,23,0,83,46,5,60,2.836997600307254,1.7601440897740157,3.097006172839506,2.350572559547085,6.84,Meets expectations,0.7108705649964469,3.9712444262764977,5.967984186653774,6.076388888888889,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.338539167273054,2.933476073686331,2.8243949898550036,Proficient
ee1b1f0b-33eb-47c4-b899-5ef8a8782462,Consultant (Software Engineering),Bachelor's,3,3525.0,35.4,32,0,7,53,5,61,3.1028609758029244,3.373860167142734,3.267331433998101,3.271254663111865,7.29,Meets expectations,0.5632542438803891,4.896328947264043,5.901411354080411,6.177777777777778,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.658506026374077,3.539379167308323,3.6104542747400936,Advanced
b64ae07c-47e2-4545-8f78-75792cb59085,Consultant (Cybersecurity),Bachelor's,3,4483.33,25.7,26,0,12,31,5,61,2.223520473995948,3.0325950460104365,3.2176413255360625,2.826881930311215,6.07,Partially meets,0.5662321316990596,4.744746035032487,5.857549556142945,6.124561403508771,pregnant,Cybersecurity,Mid,Consultant (Cybersecurity),5.575618998228069,3.176549556599148,3.1397427247721343,Proficient
30d4094d-0be3-465a-b9cf-fc61f1076e62,Managing Consultant (Digital Transformation),Bachelor's,3,9000.0,27.6,25,0,61,66,5,48,3.627572891771004,2.17766870389084,3.243347050754458,2.8257756296276124,7.34,Meets expectations,0.6920344422112242,4.80024762182436,6.892884561143274,4.863374485596707,pregnant,Digital Transformation,Manager,Managing Consultant (Digital Transformation),5.518835556188114,3.231306027818548,3.2107802109025565,Proficient
a9b76c51-b6cb-4554-a0b2-e20a78fefc8c,Junior Consultant (Data & Analytics),High School,2,3091.67,14.6,16,0,81,13,5,65,1.5062727532857596,1.2645415057528573,3.116049382716049,1.707362455405366,5.48,Partially meets,0.6853023603221394,3.4521909597071367,4.912640848900128,6.528240740740741,pregnant,Data & Analytics,Junior,Junior Consultant (Data & Analytics),4.964357516449335,2.6583807484188196,2.46750419835507,Developing
f40f44ad-7eb6-42f1-bdad-ec0f2a93e7df,Consultant (Cloud & Infra),Bachelor's,2,4266.67,20.3,24,0,71,39,5,59,2.5508100852840343,1.8808517937189495,3.309896296296296,2.3676481817039443,6.84,Meets expectations,0.7254617456569574,4.911437586875828,6.311428790977135,5.964,pregnant,Cloud & Infra,Mid,Consultant (Cloud & Infra),5.728955459284322,2.5664654995098397,2.34825932968222,Developing
adcea82a-685b-481e-8cdd-b830c15aee45,Junior Consultant (Digital Transformation),High School,2,2550.0,26.7,24,0,3,22,5,66,1.884395727795144,2.464211771300529,3.315099715099715,2.460444547008751,6.27,Partially meets,0.5704664428490904,5.145970047734971,5.443913667367245,6.66068376068376,pregnant,Digital Transformation,Junior,Junior Consultant (Digital Transformation),5.750189158595326,2.6383724424997235,2.4415467229632393,Developing
e45a052f-1982-435b-9b50-324194511c69,Senior Consultant (Digital Transformation),Master's,3,5341.67,23.9,29,0,76,62,5,55,3.488782611915964,1.8871713330487867,3.388503703703704,2.667921190839923,7.75,Meets expectations,0.7391126509688973,5.6841757409972,6.497988130759365,5.554666666666667,pregnant,Digital Transformation,Senior,Senior Consultant (Digital Transformation),5.912276846141077,2.686389441188527,2.503840855554675,Developing
2c6f9866-974c-4712-8f2f-54d2ba03ce95,Senior Consultant (Software Engineering),Master's,3,4983.33,23.3,28,0,13,28,5,57,2.137245680030732,2.9442081153582094,3.3023781676413253,2.7737533952165894,5.95,Partially meets,0.5751402308824456,4.878455653265107,6.27026790895197,5.791812865497076,pregnant,Software Engineering,Senior,Senior Consultant (Software Engineering),5.646845475904718,3.0533493891243424,2.9799108365339353,Proficient
3a86f927-541d-4fcc-838f-7cd7fa992b21,Senior Consultant (Software Engineering),Master's,3,5216.67,31.7,36,0,77,88,5,55,4.52031701021669,2.354226732770364,3.336635802469136,3.2005356299440164,8.17,Meets expectations,0.7382855417204376,5.025061112205492,6.656053324814823,5.529166666666666,pregnant,Software Engineering,Senior,Senior Consultant (Software Engineering),5.73676036789566,3.391674585646181,3.418831952527576,Advanced
909d7767-3678-48ea-bde0-dc75c8b10175,Senior Consultant (Cloud & Infra),Master's,2,5450.0,20.7,26,0,77,48,5,56,2.901589434083904,1.7902289129502549,3.423117283950617,2.450214743490422,6.95,Meets expectations,0.762897144401121,5.69688474196083,7.01659378777376,5.657870370370371,pregnant,Cloud & Infra,Senior,Senior Consultant (Cloud & Infra),6.123782966701654,2.2606061717145267,1.9514573212207607,Developing
124b72f9-d41c-416a-904f-e0d22609d04f,Consultant (Cloud & Infra),Bachelor's,2,3558.33,14.5,18,0,70,17,5,62,1.6951258399652804,1.4310392739421929,3.351880341880342,1.8944334573367487,5.56,Partially meets,0.7179293986638048,5.093785268632601,6.040917897545112,6.239316239316239,pregnant,Cloud & Infra,Mid,Consultant (Cloud & Infra),5.791339801831318,2.0318779140968224,1.6547201490416164,Needs Improvement
b09faf6e-e00d-41bd-bd50-3407b747b94f,Consultant (Digital Transformation),Bachelor's,2,3216.67,16.9,23,0,69,27,5,61,2.095154985993586,2.0008471958811738,3.101042524005487,2.24917859853976,6.03,Partially meets,0.6776849699363087,3.992328968058356,5.998197128078546,6.158847736625514,pregnant,Digital Transformation,Mid,Consultant (Digital Transformation),5.383124610920805,2.7882195643865657,2.635948637580209,Proficient
e13ba14b-3338-401d-b073-461eb9513e01,Senior Consultant (Cybersecurity),Master's,2,4733.33,17.9,24,0,82,43,5,56,2.7182024880957183,1.7176262746717097,3.375169082125604,2.349307700189691,6.68,Meets expectations,0.7472099714829259,5.67877259609187,5.816286063743467,5.6342995169082135,pregnant,Cybersecurity,Senior,Senior Consultant (Cybersecurity),5.709786058914517,2.5669836113091486,2.3489314942490336,Developing
84f002da-618a-4491-95cb-459a3e77965d,Managing Consultant (Digital Transformation),Bachelor's,4,6433.33,49.1,36,356,8,89,5,49,4.545812031025248,3.862742808065824,3.214600389863548,3.9380350913131954,8.1,Meets expectations,0.5615774435059181,4.855523812691104,6.6406067362293015,4.9225146198830405,pregnant,Digital Transformation,Manager,Managing Consultant (Digital Transformation),5.472881722934481,4.38877424073323,4.7124042252017215,Expert
91c2b2e1-0d37-40e9-99aa-d8727c60be2d,Junior Consultant (Cybersecurity),High School,2,2475.0,15.0,17,0,81,18,5,64,1.7323234354734258,1.407866493910069,3.1268827160493826,1.8490068208069388,5.7,Partially meets,0.6969272794146796,3.647013278138071,5.352785012146659,6.41712962962963,pregnant,Cybersecurity,Junior,Junior Consultant (Cybersecurity),5.138975973304787,2.628237869600384,2.428398786915828,Developing
741e1ee8-cdfc-4829-8195-6e6c95baba8a,Consultant (Data & Analytics),Bachelor's,3,3450.0,21.9,27,0,11,21,5,61,1.8275456131169745,2.595833918652712,3.27374269005848,2.500929181273144,5.97,Partially meets,0.5841215180212332,5.103851974535917,5.982167476212023,6.172222222222223,pregnant,Data & Analytics,Mid,Consultant (Data & Analytics),5.752747224323389,2.676340486766294,2.490803995353543,Developing
71c4b683-6599-43e3-a898-d34bef9efef8,Managing Consultant (Cybersecurity),Bachelor's,2,8166.67,18.2,20,0,82,49,5,51,2.9467641899142034,1.5837084044159797,3.259871175523349,2.3278576942869207,6.48,Partially meets,0.7261789344236875,4.358547289360311,6.561508746901155,5.116425120772947,pregnant,Cybersecurity,Manager,Managing Consultant (Cybersecurity),5.345493719011472,2.9039194157574952,2.786050103288657,Proficient
fb54153e-9c98-4ef0-8b2f-e3def0f62b3c,Consultant (Data & Analytics),Bachelor's,2,4275.0,17.3,21,0,7,6,5,60,1.231550030077647,2.367923862458926,3.3318708452041785,2.2198011092935928,5.19,Partially meets,0.5801585714086961,5.192001241827048,6.160270517591131,6.094301994301994,pregnant,Data & Analytics,Mid,Consultant (Data & Analytics),5.815524584573391,2.3334529083121103,2.0459639416339472,Developing
5962c29d-edf7-4359-be38-e12092cc9d66,Consultant (Data & Analytics),Bachelor's,3,3766.67,34.3,33,0,12,48,5,61,2.927490017486522,3.3970131488318644,3.2976608187134504,3.236285743404579,7.3,Meets expectations,0.5757419212582203,4.977192393419846,5.903460435455285,6.12514619883041,pregnant,Data & Analytics,Mid,Consultant (Data & Analytics),5.668599675901848,3.4944802535573167,3.552205342845298,Advanced
ed80b98a-8d5c-4427-873e-5f3a2e0cb14f,Consultant (Cybersecurity),Bachelor's,3,3616.67,23.5,25,0,74,54,5,62,3.168682823756362,2.194690522746868,3.116980056980057,2.671346119896354,7.25,Meets expectations,0.6767079238214903,3.793167891086542,5.56427792836927,6.251709401709402,pregnant,Cybersecurity,Mid,Consultant (Cybersecurity),5.203051740388404,3.387540307370554,3.413468408655521,Advanced
fc965a04-c254-4ba9-bc30-42a515673b60,Managing Consultant (Cybersecurity),Bachelor's,4,8716.67,49.7,37,379,11,94,5,49,4.748439587233779,3.946687559312557,3.2512085769980508,4.048117371226023,8.14,Meets expectations,0.5500629339247615,5.187714173801186,5.986812961335931,4.903801169590643,pregnant,Cybersecurity,Manager,Managing Consultant (Cybersecurity),5.359442768242587,4.610456209273764,5.0,Expert
024c7d2e-b059-4bde-93c9-0fbf61704f49,Consultant (Software Engineering),Bachelor's,3,3525.0,31.6,33,0,7,46,5,61,2.8286721186938717,3.5376484925432425,3.18962962962963,3.2553518078057087,6.92,Meets expectations,0.5241848680380307,4.35170526086351,5.366885596389137,6.134472934472934,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.284354597241861,3.891561359190548,4.067352555693445,Advanced
e5b64214-a6de-4ed3-8e03-688674f265a3,Consultant (Data & Analytics),Bachelor's,3,4391.67,24.4,26,0,78,60,5,62,3.381141696717729,1.8357481462156784,3.3445679012345675,2.601130162370072,7.92,Meets expectations,0.7373089204448798,4.92558980707183,6.093514832630923,6.248611111111111,pregnant,Data & Analytics,Mid,Consultant (Data & Analytics),5.7559052502712875,2.7734346452252585,2.6167676446040096,Proficient
644eb048-20f5-49fa-ba8d-67972f4f9d60,Consultant (Digital Transformation),Bachelor's,3,3333.33,32.4,28,0,7,42,5,62,2.694035221847094,3.180510194240387,3.3127635327635327,3.0610183702270284,6.75,Meets expectations,0.5667102171740361,5.083812466919797,5.71792023377916,6.2883190883190885,pregnant,Digital Transformation,Mid,Consultant (Digital Transformation),5.696683929672681,3.291583976493274,3.288980902941201,Proficient
f6ae1910-d6d2-4751-af55-22254c810c0e,Managing Consultant (Data & Analytics),Bachelor's,3,8808.33,23.6,23,0,7,27,5,48,2.078931786285044,2.6135208193949104,3.2301169590643277,2.576463337395834,5.77,Partially meets,0.5658628797560263,4.957667884411798,6.71700803825865,4.860818713450293,pregnant,Data & Analytics,Manager,Managing Consultant (Data & Analytics),5.511831545373581,2.988884185416548,2.8962778720220648,Proficient
3e2e8a3d-51be-41d8-b2a3-35912d30ff66,Consultant (Cloud & Infra),Bachelor's,2,3933.33,17.2,21,0,68,28,5,61,2.1020742087285607,1.6180450911234925,3.150562414266118,2.069757291033538,5.78,Partially meets,0.6850633672324535,4.489148100421011,5.806236014639683,6.158436213991769,pregnant,Cloud & Infra,Mid,Consultant (Cloud & Infra),5.484606776350822,2.5089614936272304,2.2736573706925336,Developing
797dbd8c-ce50-44cd-8739-416cd96a05a6,Consultant (Digital Transformation),Bachelor's,2,3516.67,15.8,22,0,84,34,5,60,2.3555469521113603,1.5386114028889477,3.260386473429952,2.128047081763872,6.43,Partially meets,0.7428388288917597,4.856646626884182,6.077574068907072,6.041545893719807,pregnant,Digital Transformation,Mid,Consultant (Digital Transformation),5.658588863170354,2.3960900922556636,2.1272253521402993,Developing
7dda5971-d39f-4e1c-997e-00342eacb790,Junior Consultant (Cloud & Infra),High School,2,3150.0,17.5,18,0,71,21,5,67,1.825500684982523,1.4340051527063866,3.283162393162393,1.921285260480429,6.34,Partially meets,0.7009304149064339,4.547242471470463,5.380178240636777,6.797863247863248,pregnant,Cloud & Infra,Junior,Junior Consultant (Cloud & Infra),5.575094653323497,2.2714687300978667,1.9655496983099554,Developing
091bf70b-773d-4274-a746-66aea8745d2f,Consultant (Data & Analytics),Bachelor's,3,3225.0,35.4,34,0,7,53,5,60,3.106606616153779,3.50045560953256,3.2676023391812863,3.3357302574486707,7.43,Meets expectations,0.5640455842223044,4.682428227460925,5.891339530436224,6.083040935672515,pregnant,Data & Analytics,Mid,Consultant (Data & Analytics),5.552269564523221,3.708368736546132,3.8296903561306683,Advanced
20c24a6e-84e0-4dca-8a3f-7e0f0bb39109,Consultant (Software Engineering),Bachelor's,2,3233.33,19.9,22,0,64,33,5,60,2.3247106583983306,1.8468487214787184,3.302962962962963,2.2814301508514507,6.58,Meets expectations,0.6959279604214902,4.80861735271328,6.024035687609243,6.0547325102880665,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.629128516870196,2.5784558461968863,2.3638148260009504,Developing
bfb231ae-a744-4485-8b05-dc85455611b2,Junior Consultant (Software Engineering),High School,3,2441.67,31.2,26,0,8,35,5,65,2.414068571487223,3.2069618871093573,3.2115099715099715,2.97000350930284,6.98,Meets expectations,0.5484787908148637,4.638161224172222,5.386019123895926,6.587749287749288,pregnant,Software Engineering,Junior,Junior Consultant (Software Engineering),5.537309878605812,3.357359122341509,3.3743133012288595,Proficient
0397b283-c103-41ce-8f33-6a75a90fcc65,Consultant (Data & Analytics),Bachelor's,3,3208.33,23.0,27,0,12,21,5,60,1.8557690115546304,2.7511769377933035,3.261364522417154,2.584592076846472,5.98,Partially meets,0.5676792202042125,5.013346808614689,5.683261904140412,6.064035087719298,pregnant,Data & Analytics,Mid,Consultant (Data & Analytics),5.5868812668248,2.9231800376698347,2.8110375820558495,Proficient
4104aba4-9089-492f-a757-89c779045b54,Consultant (Cloud & Infra),Bachelor's,4,4166.67,41.2,37,48,3,63,5,61,3.5137772545301296,3.71533857335504,3.335346628679962,3.578871788772552,8.06,Meets expectations,0.576058602750778,5.116090566301036,6.058477570900682,6.164957264957265,pregnant,Cloud & Infra,Mid,Consultant (Cloud & Infra),5.7798418007196615,3.727627821414006,3.854675840836291,Advanced
a229c45a-2507-48c7-b0e5-f814de5ce534,Consultant (Data & Analytics),Bachelor's,4,4400.0,46.0,39,233,1,72,5,60,3.891120304624079,3.903911203567034,3.2133523266856603,3.761962158507873,7.92,Meets expectations,0.5471568422398716,4.758579300241435,5.640773701483835,6.105982905982906,pregnant,Data & Analytics,Mid,Consultant (Data & Analytics),5.501778635902725,4.184272921062771,4.447097507361283,Expert
ce38b881-a005-4200-80a0-9f5fc2004857,Senior Consultant (Digital Transformation),Master's,2,6200.0,19.6,26,0,67,43,5,57,2.711073442581931,2.0269085294789155,3.349629629629629,2.496702223439963,6.53,Meets expectations,0.7192280785786743,5.386707309407263,6.224532688286842,5.748290598290598,pregnant,Digital Transformation,Senior,Senior Consultant (Digital Transformation),5.786510198661567,2.638897977595217,2.442228518031946,Developing
517b8654-3704-442f-aa94-7dfd72832456,Junior Consultant (Digital Transformation),High School,2,2841.67,21.3,22,0,10,11,5,65,1.455666713316956,2.689807676363813,3.2932383665717,2.440251525491333,5.77,Partially meets,0.5476926001781517,4.404819485815359,5.57394344967762,6.614529914529914,pregnant,Digital Transformation,Junior,Junior Consultant (Digital Transformation),5.531097616674298,2.8337186766617988,2.694976228022401,Proficient
d74c10f3-2b86-4051-bddb-ebadfd033811,Consultant (Software Engineering),Bachelor's,3,4383.33,26.7,27,0,10,32,5,61,2.27057826193694,2.835308217121232,3.296569200779727,2.7581414272976432,6.36,Partially meets,0.5778023988914105,5.206840199906392,5.660047186132462,6.211695906432749,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.6928610974905345,2.992467883462077,2.900927128895921,Proficient
ef8d92f8-e4e8-42b5-946f-19e0cbb96253,Consultant (Software Engineering),Bachelor's,4,3558.33,37.0,35,0,7,54,5,61,3.1400809717722287,3.847249498327657,3.1826970560303893,3.502188451901575,7.33,Meets expectations,0.5255723674160652,3.7327583895574272,5.9993458809382085,6.164957264957265,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.299020511817634,4.12396987756415,4.3688642589294915,Expert
0b36fbed-db0b-4dc2-b6de-f027e019249b,Senior Consultant (Cybersecurity),Master's,2,5358.33,17.9,25,0,65,32,5,54,2.272791644718916,2.062367026800055,3.3747325102880663,2.387967508873316,6.28,Partially meets,0.6902778489633397,5.006549580817239,6.122024785571028,5.437448559670782,pregnant,Cybersecurity,Senior,Senior Consultant (Cybersecurity),5.522007642019683,2.790377252505463,2.6387478818778516,Proficient
2356e166-52b5-46bc-8755-7815d3425ffc,Consultant (Data & Analytics),Bachelor's,3,3233.33,25.8,28,0,64,54,5,60,3.140740579434817,2.3349248363926405,3.32482853223594,2.7746502984739534,7.75,Meets expectations,0.6935360367459519,4.814218533719521,5.880214023344452,6.10082304526749,pregnant,Data & Analytics,Mid,Consultant (Data & Analytics),5.598418534110487,3.1018880538921763,3.0428817447836365,Proficient
ae464dc1-e46e-4436-8784-267ed7bbee7e,Consultant (Software Engineering),Bachelor's,2,3991.67,11.3,15,0,79,14,5,62,1.5415699852129214,1.2477290128935938,3.16641975308642,1.7196194526279571,5.04,Partially meets,0.7289705895321507,4.368729308991032,6.286254411350885,6.221759259259259,pregnant,Software Engineering,Mid,Consultant (Software Engineering),5.6255809932003915,2.0201351531310117,1.6394858543424702,Needs Improvement
